origin_id,origin_name,origin_lat,origin_lng,dest_id,dest_name,dest_lat,dest_lng,distance_km,osrm_base_duration_min,time_of_day,day_type,traffic_multiplier,travel_time_minutes
41,Negombo,7.2089,79.8353,74,Orugodawatta,6.9486,79.8886,33.82,33.02,midday,weekday,1.2,40.6
91,Pannala,7.2956,80.0394,52,Kiribathgoda,6.9822,79.9486,47.21,68.99,midday,weekday,1.2,87.15
4,Borella,6.9113,79.8778,17,Maharagama,6.8467,79.9283,11.5,15.79,evening_peak,weekday,2,28.88
71,Colombo Port,6.95,79.8378,94,Welisara North,7.02,79.89,17.88,26.88,midday,weekday,1.2,28.54
24,Hokandara,6.8494,79.9575,83,Attanagalla,7.175,80.0706,45.6,55.14,midday,weekday,1.2,69.71
32,Biyagama,6.9753,80.0008,78,Kadawatha Junction,7.0028,79.9556,9.63,15.62,morning_peak,weekday,1.8,31.31
99,Bulathsinhala,6.665,80.1825,47,Nittambuwa,7.1497,80.18,99.17,112.43,night,weekday,0.85,98.85
39,Seeduwa,7.1175,79.8928,48,Dompe,7.065,80.0969,27.64,38.02,midday,weekday,1.2,45.66
30,Mulleriyawa,6.9317,79.9514,22,Kottawa,6.8244,79.9628,20.32,23.55,midday,weekday,1.2,31.05
18,Piliyandala,6.8017,79.9247,90,Bloemendhal,6.96,79.8647,23.12,30.16,morning_peak,weekend,1.17,31.31
58,Avissawella,6.9472,80.2108,90,Bloemendhal,6.96,79.8647,48.43,61.28,night,weekday,0.85,55.56
72,Mutwal,6.9617,79.8522,24,Hokandara,6.8494,79.9575,21.14,32.26,midday,weekday,1.2,39.65
30,Mulleriyawa,6.9317,79.9514,42,Gampaha,7.0878,79.9992,24.89,31.57,midday,weekend,1.02,36.55
27,Battaramulla,6.8994,79.9164,39,Seeduwa,7.1175,79.8928,32.37,34.84,night,weekday,0.85,32.41
33,Kelaniya,7.0017,79.9219,62,Ingiriya,6.7344,80.1058,51.35,52.74,midday,weekday,1.2,54.25
44,Minuwangoda,7.1667,79.9506,54,Liyanagemulla,7.1378,79.8853,12.68,20.25,morning_peak,weekday,1.8,36.01
38,Ja-Ela,7.0733,79.8917,37,Kandana,7.0508,79.9058,5.17,8,night,weekend,0.807,5.87
11,Kotahena,6.9531,79.8597,68,Sri Jayawardenepura,6.8886,79.9203,13.42,17.72,morning_peak,weekday,1.8,31.93
88,Thimbirigasyaya,6.8839,79.8778,22,Kottawa,6.8244,79.9628,14.52,21.36,morning_peak,weekend,1.17,24.74
57,Hanwella,6.9042,80.0842,85,Hendala,6.9894,79.9019,31.3,36.12,midday,weekend,1.02,37.3
28,Malabe,6.9061,79.9519,96,Aluthgama,6.4333,79.9992,67.32,59.48,morning_peak,weekday,1.8,109.36
45,Divulapitiya,7.2278,80.06,22,Kottawa,6.8244,79.9628,56.14,63.68,morning_peak,weekday,1.8,123.69
96,Aluthgama,6.4333,79.9992,59,Kalutara,6.5854,79.9608,18.15,22.7,morning_peak,weekday,1.8,35.71
29,Kaduwela,6.9358,79.9778,3,Maradana,6.92,79.8617,14.91,21.25,morning_peak,weekday,1.8,36.95
6,Kollupitiya,6.8978,79.85,12,Grandpass,6.9425,79.8706,7.77,11.82,midday,weekday,1.2,14.11
8,Wellawatte,6.875,79.8617,84,Yakkala,7.1019,80.0767,40.89,52.96,midday,weekday,1.2,54.51
8,Wellawatte,6.875,79.8617,87,Gothatuwa,6.9217,79.9856,20.45,27.23,evening_peak,weekend,1.4,34.71
78,Kadawatha Junction,7.0028,79.9556,77,Kerawalapitiya,6.9883,79.8658,13.23,16.61,morning_peak,weekend,1.17,21.05
98,Kosgama,6.8856,80.1681,41,Negombo,7.2089,79.8353,70.98,77.07,night,weekday,0.85,64.55
10,Mount Lavinia,6.8311,79.865,80,Udugampola,7.0717,80.0239,38.26,48.07,night,weekday,0.85,35.68
12,Grandpass,6.9425,79.8706,89,Havelock Town,6.8856,79.8642,7.66,11.96,morning_peak,weekday,1.8,21.65
41,Negombo,7.2089,79.8353,36,Ragama,7.0261,79.9181,27.88,32.87,midday,weekend,1.02,35.38
43,Veyangoda,7.1522,80.1128,25,Boralesgamuwa,6.8372,79.9111,54.48,58.93,morning_peak,weekday,1.8,107.82
18,Piliyandala,6.8017,79.9247,59,Kalutara,6.5854,79.9608,31.84,35.3,morning_peak,weekday,1.8,66.24
27,Battaramulla,6.8994,79.9164,32,Biyagama,6.9753,80.0008,16.33,22.24,midday,weekday,1.2,22.88
97,Maththegoda,6.8103,80.0478,68,Sri Jayawardenepura,6.8886,79.9203,21.68,33.71,morning_peak,weekday,1.8,68.99
8,Wellawatte,6.875,79.8617,6,Kollupitiya,6.8978,79.85,3.38,4.86,evening_peak,weekday,2,9.41
13,Mattakkuliya,6.9703,79.8778,69,Pelawatte,6.8908,79.9311,14.09,19.6,morning_peak,weekday,1.8,38.43
66,Pannipitiya,6.8308,79.9661,74,Orugodawatta,6.9486,79.8886,21.49,32.06,evening_peak,weekday,2,72.25
77,Kerawalapitiya,6.9883,79.8658,55,Homagama,6.8444,80.0044,36.89,35.4,evening_peak,weekend,1.4,45.7
14,Dematagoda,6.9261,79.88,45,Divulapitiya,7.2278,80.06,46.82,59.99,morning_peak,weekday,1.8,105.06
86,Pittugala,6.9133,79.9694,23,Athurugiriya,6.8783,79.9917,8.62,10.49,morning_peak,weekday,1.8,20.64
92,Ekala,7.0761,79.9283,60,Bandaragama,6.7167,79.9833,48.71,55.64,evening_peak,weekend,1.4,85
49,Kirindiwela,6.9928,80.0944,37,Kandana,7.0508,79.9058,31.99,49.2,evening_peak,weekday,2,95.91
80,Udugampola,7.0717,80.0239,38,Ja-Ela,7.0733,79.8917,19.29,26.86,midday,weekday,1.2,37.03
16,Nugegoda,6.8689,79.8889,28,Malabe,6.9061,79.9519,10.89,16.11,evening_peak,weekday,2,28.67
55,Homagama,6.8444,80.0044,86,Pittugala,6.9133,79.9694,15.15,17.1,night,weekend,0.807,15.84
65,Pepiliyana,6.8528,79.9183,6,Kollupitiya,6.8978,79.85,10.24,15.44,midday,weekday,1.2,18.44
23,Athurugiriya,6.8783,79.9917,96,Aluthgama,6.4333,79.9992,64.24,54.67,midday,weekday,1.2,67.09
97,Maththegoda,6.8103,80.0478,21,Ratmalana,6.82,79.8817,25.45,39.57,midday,weekday,1.2,48.49
82,Pasyala,7.0911,80.1394,88,Thimbirigasyaya,6.8839,79.8778,46.16,58.11,evening_peak,weekday,2,111.16
50,Ganemulla,7.0922,80.0225,48,Dompe,7.065,80.0969,10.95,14,evening_peak,weekday,2,29.64
57,Hanwella,6.9042,80.0842,31,Thalawathugoda,6.8869,79.9331,22.99,30.9,morning_peak,weekday,1.8,49.45
49,Kirindiwela,6.9928,80.0944,87,Gothatuwa,6.9217,79.9856,19.27,34.63,midday,weekend,1.02,30.67
28,Malabe,6.9061,79.9519,41,Negombo,7.2089,79.8353,46.17,47.27,morning_peak,weekday,1.8,82.93
75,Baseline Road,6.9067,79.8869,38,Ja-Ela,7.0733,79.8917,25.39,25.62,morning_peak,weekday,1.8,40.65
3,Maradana,6.92,79.8617,99,Bulathsinhala,6.665,80.1825,59.76,73.94,morning_peak,weekday,1.8,141.65
88,Thimbirigasyaya,6.8839,79.8778,35,Wattala,6.9939,79.8781,14.31,20.4,night,weekday,0.85,14.86
98,Kosgama,6.8856,80.1681,89,Havelock Town,6.8856,79.8642,47.24,61.84,midday,weekday,1.2,81.07
25,Boralesgamuwa,6.8372,79.9111,16,Nugegoda,6.8689,79.8889,6.09,9.56,midday,weekday,1.2,10.88
97,Maththegoda,6.8103,80.0478,34,Peliyagoda,6.9711,79.8906,41.62,50.3,morning_peak,weekend,1.17,56.82
89,Havelock Town,6.8856,79.8642,45,Divulapitiya,7.2278,80.06,52.03,67.33,evening_peak,weekday,2,139.32
48,Dompe,7.065,80.0969,39,Seeduwa,7.1175,79.8928,27.68,37.89,evening_peak,weekend,1.4,56.47
18,Piliyandala,6.8017,79.9247,60,Bandaragama,6.7167,79.9833,14.21,16.95,morning_peak,weekday,1.8,31.47
4,Borella,6.9113,79.8778,63,Kirulapone,6.8742,79.8825,5.44,8.06,night,weekday,0.85,6.43
81,Heiyanthuduwa,6.9444,80.0431,16,Nugegoda,6.8689,79.8889,25.49,38.91,midday,weekday,1.2,49.59
5,Cinnamon Gardens,6.9011,79.8601,20,Moratuwa,6.7731,79.8817,16.43,22.44,evening_peak,weekend,1.4,34.39
4,Borella,6.9113,79.8778,42,Gampaha,7.0878,79.9992,29.53,38.19,evening_peak,weekday,2,67.97
67,Kahathuduwa,6.7981,80.0133,63,Kirulapone,6.8742,79.8825,21.8,29.1,morning_peak,weekend,1.17,31.56
99,Bulathsinhala,6.665,80.1825,42,Gampaha,7.0878,79.9992,74.53,81.85,night,weekday,0.85,73.22
74,Orugodawatta,6.9486,79.8886,73,Modara,6.9714,79.8681,4.32,8.9,evening_peak,weekday,2,17.32
23,Athurugiriya,6.8783,79.9917,40,Katunayake,7.1697,79.8847,44.96,38.12,evening_peak,weekday,2,73.63
90,Bloemendhal,6.96,79.8647,51,Kadawatha,7.0072,79.9508,13.67,18.98,night,weekday,0.85,14.45
20,Moratuwa,6.7731,79.8817,55,Homagama,6.8444,80.0044,20.26,27.31,morning_peak,weekday,1.8,52.54
92,Ekala,7.0761,79.9283,70,Koswatta,6.9194,79.9211,24.56,39.82,midday,weekday,1.2,43.58
84,Yakkala,7.1019,80.0767,64,Gangodawila,6.8567,79.8994,45.12,55.84,evening_peak,weekday,2,95.16
62,Ingiriya,6.7344,80.1058,16,Nugegoda,6.8689,79.8889,35.32,41.27,evening_peak,weekend,1.4,62.89
55,Homagama,6.8444,80.0044,35,Wattala,6.9939,79.8781,36.41,35.55,night,weekday,0.85,34.35
7,Bambalapitiya,6.8867,79.8567,30,Mulleriyawa,6.9317,79.9514,15.65,23.34,midday,weekday,1.2,27.89
51,Kadawatha,7.0072,79.9508,72,Mutwal,6.9617,79.8522,15.08,22.1,morning_peak,weekday,1.8,39.61
17,Maharagama,6.8467,79.9283,63,Kirulapone,6.8742,79.8825,6.7,10.38,night,weekend,0.807,9.1
36,Ragama,7.0261,79.9181,25,Boralesgamuwa,6.8372,79.9111,27.07,37.76,night,weekday,0.85,35.5
25,Boralesgamuwa,6.8372,79.9111,55,Homagama,6.8444,80.0044,12,16.98,midday,weekday,1.2,20.44
98,Kosgama,6.8856,80.1681,28,Malabe,6.9061,79.9519,34.99,46.39,evening_peak,weekend,1.4,57.88
90,Bloemendhal,6.96,79.8647,48,Dompe,7.065,80.0969,35.55,43.27,midday,weekday,1.2,55.85
72,Mutwal,6.9617,79.8522,51,Kadawatha,7.0072,79.9508,14.98,22.11,night,weekday,0.85,20.81
9,Dehiwala,6.8517,79.865,1,Colombo Fort,6.9344,79.8428,9.83,12.49,evening_peak,weekday,2,26.08
35,Wattala,6.9939,79.8781,3,Maradana,6.92,79.8617,10.55,16.16,morning_peak,weekday,1.8,30.99
91,Pannala,7.2956,80.0394,80,Udugampola,7.0717,80.0239,31.9,47.73,night,weekday,0.85,36.53
75,Baseline Road,6.9067,79.8869,42,Gampaha,7.0878,79.9992,30.59,39.82,evening_peak,weekday,2,84.91
59,Kalutara,6.5854,79.9608,81,Heiyanthuduwa,6.9444,80.0431,53.95,59.38,midday,weekend,1.02,66.56
47,Nittambuwa,7.1497,80.18,62,Ingiriya,6.7344,80.1058,81.91,90.34,midday,weekday,1.2,115.1
61,Panadura South,6.695,79.905,31,Thalawathugoda,6.8869,79.9331,39.56,44.27,morning_peak,weekday,1.8,71.06
82,Pasyala,7.0911,80.1394,50,Ganemulla,7.0922,80.0225,16.27,22.13,midday,weekday,1.2,23.14
27,Battaramulla,6.8994,79.9164,15,Narahenpita,6.8981,79.8742,6.92,9,night,weekday,0.85,8.1
62,Ingiriya,6.7344,80.1058,47,Nittambuwa,7.1497,80.18,82.2,89.82,night,weekday,0.85,87.29
61,Panadura South,6.695,79.905,32,Biyagama,6.9753,80.0008,44.78,46.63,night,weekend,0.807,34.51
34,Peliyagoda,6.9711,79.8906,62,Ingiriya,6.7344,80.1058,49.35,56.3,morning_peak,weekday,1.8,91.36
82,Pasyala,7.0911,80.1394,71,Colombo Port,6.95,79.8378,45.67,62.6,night,weekday,0.85,53.33
38,Ja-Ela,7.0733,79.8917,14,Dematagoda,6.9261,79.88,21.79,20.78,night,weekday,0.85,15.4
78,Kadawatha Junction,7.0028,79.9556,89,Havelock Town,6.8856,79.8642,19.19,25.44,evening_peak,weekday,2,49.69
22,Kottawa,6.8244,79.9628,35,Wattala,6.9939,79.8781,37.8,36.92,night,weekend,0.807,31.37
43,Veyangoda,7.1522,80.1128,17,Maharagama,6.8467,79.9283,52.31,55.21,morning_peak,weekday,1.8,112.22
39,Seeduwa,7.1175,79.8928,98,Kosgama,6.8856,80.1681,62.06,71.33,evening_peak,weekday,2,157.45
69,Pelawatte,6.8908,79.9311,20,Moratuwa,6.7731,79.8817,20.87,30.54,morning_peak,weekday,1.8,56.14
73,Modara,6.9714,79.8681,69,Pelawatte,6.8908,79.9311,14.81,21.08,night,weekday,0.85,18.21
86,Pittugala,6.9133,79.9694,64,Gangodawila,6.8567,79.8994,15.23,22.21,midday,weekend,1.02,24.37
97,Maththegoda,6.8103,80.0478,18,Piliyandala,6.8017,79.9247,18.01,28.51,evening_peak,weekday,2,60.54
4,Borella,6.9113,79.8778,82,Pasyala,7.0911,80.1394,43.63,54.56,morning_peak,weekend,1.17,67.88
55,Homagama,6.8444,80.0044,100,Colombo 02,6.9178,79.8464,22.33,30.93,night,weekday,0.85,24.18
88,Thimbirigasyaya,6.8839,79.8778,56,Padukka,6.8361,80.0872,27.34,39.63,evening_peak,weekday,2,78.12
43,Veyangoda,7.1522,80.1128,39,Seeduwa,7.1175,79.8928,31.47,41.94,evening_peak,weekend,1.4,63.53
54,Liyanagemulla,7.1378,79.8853,30,Mulleriyawa,6.9317,79.9514,38.14,39.07,evening_peak,weekday,2,89.6
18,Piliyandala,6.8017,79.9247,7,Bambalapitiya,6.8867,79.8567,13.75,18.06,evening_peak,weekday,2,36.54
49,Kirindiwela,6.9928,80.0944,52,Kiribathgoda,6.9822,79.9486,23.16,38.9,night,weekday,0.85,33.41
9,Dehiwala,6.8517,79.865,47,Nittambuwa,7.1497,80.18,62.14,79.44,midday,weekday,1.2,104.45
20,Moratuwa,6.7731,79.8817,88,Thimbirigasyaya,6.8839,79.8778,15.3,22.31,morning_peak,weekend,1.17,29.64
24,Hokandara,6.8494,79.9575,47,Nittambuwa,7.1497,80.18,58.06,70.85,morning_peak,weekday,1.8,110.75
60,Bandaragama,6.7167,79.9833,99,Bulathsinhala,6.665,80.1825,33.18,42.87,midday,weekday,1.2,58.81
29,Kaduwela,6.9358,79.9778,41,Negombo,7.2089,79.8353,41.92,39.46,evening_peak,weekend,1.4,52.58
18,Piliyandala,6.8017,79.9247,17,Maharagama,6.8467,79.9283,7.31,10.32,midday,weekday,1.2,13.66
56,Padukka,6.8361,80.0872,22,Kottawa,6.8244,79.9628,17.56,25,evening_peak,weekday,2,47.39
98,Kosgama,6.8856,80.1681,35,Wattala,6.9939,79.8781,51.32,61.03,evening_peak,weekday,2,135.41
70,Koswatta,6.9194,79.9211,37,Kandana,7.0508,79.9058,19.94,31.04,morning_peak,weekday,1.8,59.86
16,Nugegoda,6.8689,79.8889,61,Panadura South,6.695,79.905,23.16,33.86,midday,weekday,1.2,35.95
100,Colombo 02,6.9178,79.8464,74,Orugodawatta,6.9486,79.8886,8.96,14.44,midday,weekday,1.2,18.9
7,Bambalapitiya,6.8867,79.8567,44,Minuwangoda,7.1667,79.9506,41.03,49.06,evening_peak,weekday,2,109.26
68,Sri Jayawardenepura,6.8886,79.9203,78,Kadawatha Junction,7.0028,79.9556,19.38,23.37,evening_peak,weekday,2,49.42
10,Mount Lavinia,6.8311,79.865,50,Ganemulla,7.0922,80.0225,40.1,51.7,midday,weekday,1.2,67.56
32,Biyagama,6.9753,80.0008,84,Yakkala,7.1019,80.0767,21.46,29.58,evening_peak,weekday,2,57.41
83,Attanagalla,7.175,80.0706,18,Piliyandala,6.8017,79.9247,57.61,60.62,morning_peak,weekday,1.8,123.87
77,Kerawalapitiya,6.9883,79.8658,7,Bambalapitiya,6.8867,79.8567,14.12,21.2,morning_peak,weekend,1.17,26.55
36,Ragama,7.0261,79.9181,55,Homagama,6.8444,80.0044,29.82,30.36,midday,weekend,1.02,27.63
55,Homagama,6.8444,80.0044,97,Maththegoda,6.8103,80.0478,9.01,17.05,midday,weekday,1.2,20.32
29,Kaduwela,6.9358,79.9778,26,Rajagiriya,6.9111,79.8989,12.23,17.67,evening_peak,weekday,2,36.75
97,Maththegoda,6.8103,80.0478,41,Negombo,7.2089,79.8353,64.61,66.47,evening_peak,weekend,1.4,102.16
31,Thalawathugoda,6.8869,79.9331,82,Pasyala,7.0911,80.1394,47.73,56.41,night,weekend,0.807,46.4
52,Kiribathgoda,6.9822,79.9486,96,Aluthgama,6.4333,79.9992,75.96,69.33,night,weekday,0.85,64.67
30,Mulleriyawa,6.9317,79.9514,100,Colombo 02,6.9178,79.8464,14.41,22.21,evening_peak,weekday,2,43.43
63,Kirulapone,6.8742,79.8825,42,Gampaha,7.0878,79.9992,33.89,44.38,evening_peak,weekend,1.4,63.74
32,Biyagama,6.9753,80.0008,15,Narahenpita,6.8981,79.8742,22.56,29.02,evening_peak,weekend,1.4,36.89
59,Kalutara,6.5854,79.9608,58,Avissawella,6.9472,80.2108,77.59,83.69,morning_peak,weekday,1.8,167.98
15,Narahenpita,6.8981,79.8742,89,Havelock Town,6.8856,79.8642,2.31,4.03,evening_peak,weekday,2,8.52
97,Maththegoda,6.8103,80.0478,75,Baseline Road,6.9067,79.8869,25.92,39.89,morning_peak,weekday,1.8,66.22
38,Ja-Ela,7.0733,79.8917,41,Negombo,7.2089,79.8353,18.98,20.87,morning_peak,weekday,1.8,35.29
17,Maharagama,6.8467,79.9283,88,Thimbirigasyaya,6.8839,79.8778,8.34,13.28,night,weekday,0.85,11.23
62,Ingiriya,6.7344,80.1058,88,Thimbirigasyaya,6.8839,79.8778,37.19,44.88,midday,weekend,1.02,41.13
94,Welisara North,7.02,79.89,40,Katunayake,7.1697,79.8847,21.52,20.38,evening_peak,weekday,2,40.07
29,Kaduwela,6.9358,79.9778,24,Hokandara,6.8494,79.9575,13.83,19.46,morning_peak,weekend,1.17,24.33
84,Yakkala,7.1019,80.0767,45,Divulapitiya,7.2278,80.06,17.44,27.73,midday,weekday,1.2,35.87
95,Beruwala,6.4781,79.9833,4,Borella,6.9113,79.8778,66.61,65.82,night,weekend,0.807,54.7
9,Dehiwala,6.8517,79.865,77,Kerawalapitiya,6.9883,79.8658,18.12,25.3,morning_peak,weekday,1.8,41.81
19,Panadura,6.7136,79.9042,90,Bloemendhal,6.96,79.8647,30.75,42.25,night,weekday,0.85,34.21
92,Ekala,7.0761,79.9283,49,Kirindiwela,6.9928,80.0944,26.92,46.82,midday,weekday,1.2,53.68
42,Gampaha,7.0878,79.9992,19,Panadura,6.7136,79.9042,59.77,59.64,evening_peak,weekend,1.4,91.31
63,Kirulapone,6.8742,79.8825,3,Maradana,6.92,79.8617,6.95,10.64,midday,weekend,1.02,10.41
52,Kiribathgoda,6.9822,79.9486,100,Colombo 02,6.9178,79.8464,17.72,24.79,night,weekday,0.85,22.6
16,Nugegoda,6.8689,79.8889,24,Hokandara,6.8494,79.9575,9.11,15.2,night,weekday,0.85,11.18
10,Mount Lavinia,6.8311,79.865,80,Udugampola,7.0717,80.0239,38.26,48.07,midday,weekday,1.2,57.06
6,Kollupitiya,6.8978,79.85,16,Nugegoda,6.8689,79.8889,6.47,10.31,midday,weekday,1.2,11.33
26,Rajagiriya,6.9111,79.8989,90,Bloemendhal,6.96,79.8647,9.72,14.01,evening_peak,weekday,2,24.04
84,Yakkala,7.1019,80.0767,63,Kirulapone,6.8742,79.8825,39.27,51.02,morning_peak,weekday,1.8,88.96
2,Pettah,6.9354,79.8517,14,Dematagoda,6.9261,79.88,5.1,7.42,evening_peak,weekday,2,16.9
33,Kelaniya,7.0017,79.9219,13,Mattakkuliya,6.9703,79.8778,9.03,13.63,evening_peak,weekday,2,28.62
21,Ratmalana,6.82,79.8817,28,Malabe,6.9061,79.9519,16.83,25.26,midday,weekday,1.2,25.97
87,Gothatuwa,6.9217,79.9856,79,Weboda,7.0364,79.9869,16.85,20.27,midday,weekday,1.2,21.69
2,Pettah,6.9354,79.8517,84,Yakkala,7.1019,80.0767,34.42,44.91,night,weekend,0.807,36.18
40,Katunayake,7.1697,79.8847,66,Pannipitiya,6.8308,79.9661,51.57,44.45,night,weekday,0.85,35.62
44,Minuwangoda,7.1667,79.9506,6,Kollupitiya,6.8978,79.85,40.22,47.72,midday,weekday,1.2,50.53
52,Kiribathgoda,6.9822,79.9486,94,Welisara North,7.02,79.89,13.38,19.51,midday,weekday,1.2,23.8
19,Panadura,6.7136,79.9042,6,Kollupitiya,6.8978,79.85,22.74,31.84,morning_peak,weekend,1.17,32.61
7,Bambalapitiya,6.8867,79.8567,59,Kalutara,6.5854,79.9608,37.77,50.82,evening_peak,weekday,2,111.63
69,Pelawatte,6.8908,79.9311,23,Athurugiriya,6.8783,79.9917,8.44,12.3,evening_peak,weekday,2,21.95
70,Koswatta,6.9194,79.9211,17,Maharagama,6.8467,79.9283,11.91,17.96,midday,weekend,1.02,20.17
38,Ja-Ela,7.0733,79.8917,72,Mutwal,6.9617,79.8522,22.47,23.48,night,weekend,0.807,17.86
14,Dematagoda,6.9261,79.88,10,Mount Lavinia,6.8311,79.865,12.74,18.55,night,weekday,0.85,14.63
41,Negombo,7.2089,79.8353,10,Mount Lavinia,6.8311,79.865,48.15,51.74,evening_peak,weekday,2,97.36
1,Colombo Fort,6.9344,79.8428,12,Grandpass,6.9425,79.8706,4.67,7.14,morning_peak,weekday,1.8,13.65
85,Hendala,6.9894,79.9019,86,Pittugala,6.9133,79.9694,18.9,24.63,night,weekday,0.85,18.57
12,Grandpass,6.9425,79.8706,81,Heiyanthuduwa,6.9444,80.0431,22.41,33.88,evening_peak,weekday,2,64.27
11,Kotahena,6.9531,79.8597,63,Kirulapone,6.8742,79.8825,10.48,15.54,morning_peak,weekday,1.8,27.2
11,Kotahena,6.9531,79.8597,53,Mahara,7.0547,80.0153,24.67,32.29,evening_peak,weekend,1.4,41.92
36,Ragama,7.0261,79.9181,93,Gonawala,7.1539,79.9819,20.47,33.12,midday,weekday,1.2,43.99
85,Hendala,6.9894,79.9019,86,Pittugala,6.9133,79.9694,18.9,24.63,evening_peak,weekday,2,55.66
88,Thimbirigasyaya,6.8839,79.8778,87,Gothatuwa,6.9217,79.9856,17.79,23.87,midday,weekday,1.2,30.68
61,Panadura South,6.695,79.905,44,Minuwangoda,7.1667,79.9506,72.01,77.33,midday,weekend,1.02,68.01
6,Kollupitiya,6.8978,79.85,17,Maharagama,6.8467,79.9283,11.34,17.4,evening_peak,weekday,2,32.97
72,Mutwal,6.9617,79.8522,21,Ratmalana,6.82,79.8817,19.23,29.04,midday,weekday,1.2,32.09
88,Thimbirigasyaya,6.8839,79.8778,33,Kelaniya,7.0017,79.9219,16.4,23.71,midday,weekday,1.2,25.09
96,Aluthgama,6.4333,79.9992,76,Welisara,7.0097,79.8939,89.21,75.85,morning_peak,weekday,1.8,136.73
52,Kiribathgoda,6.9822,79.9486,42,Gampaha,7.0878,79.9992,18.89,28.41,morning_peak,weekday,1.8,45.3
98,Kosgama,6.8856,80.1681,57,Hanwella,6.9042,80.0842,16.44,24.7,morning_peak,weekend,1.17,25.59
64,Gangodawila,6.8567,79.8994,71,Colombo Port,6.95,79.8378,15.68,26.73,midday,weekend,1.02,25.32
33,Kelaniya,7.0017,79.9219,98,Kosgama,6.8856,80.1681,44.74,57.76,evening_peak,weekend,1.4,77.13
18,Piliyandala,6.8017,79.9247,88,Thimbirigasyaya,6.8839,79.8778,11.97,17.04,evening_peak,weekend,1.4,21.93
87,Gothatuwa,6.9217,79.9856,52,Kiribathgoda,6.9822,79.9486,10.83,18.25,night,weekend,0.807,15.02
33,Kelaniya,7.0017,79.9219,47,Nittambuwa,7.1497,80.18,43.97,57.24,midday,weekday,1.2,75.86
82,Pasyala,7.0911,80.1394,94,Welisara North,7.02,79.89,38.14,43.73,midday,weekend,1.02,41.69
65,Pepiliyana,6.8528,79.9183,12,Grandpass,6.9425,79.8706,14.6,21.13,night,weekday,0.85,17.88
57,Hanwella,6.9042,80.0842,5,Cinnamon Gardens,6.9011,79.8601,31,38.07,morning_peak,weekday,1.8,64.77
3,Maradana,6.92,79.8617,90,Bloemendhal,6.96,79.8647,5.85,8.49,midday,weekday,1.2,10.96
2,Pettah,6.9354,79.8517,75,Baseline Road,6.9067,79.8869,6.45,9.29,evening_peak,weekday,2,20.59
76,Welisara,7.0097,79.8939,2,Pettah,6.9354,79.8517,11.18,15.52,morning_peak,weekday,1.8,30.88
76,Welisara,7.0097,79.8939,16,Nugegoda,6.8689,79.8889,17.95,24.69,morning_peak,weekend,1.17,31.5
15,Narahenpita,6.8981,79.8742,13,Mattakkuliya,6.9703,79.8778,9.1,14.12,evening_peak,weekend,1.4,20.5
53,Mahara,7.0547,80.0153,50,Ganemulla,7.0922,80.0225,5.3,8.54,night,weekday,0.85,7.63
28,Malabe,6.9061,79.9519,32,Biyagama,6.9753,80.0008,12.08,16.47,midday,weekday,1.2,17.72
70,Koswatta,6.9194,79.9211,65,Pepiliyana,6.8528,79.9183,10.75,16.35,morning_peak,weekday,1.8,33.35
23,Athurugiriya,6.8783,79.9917,93,Gonawala,7.1539,79.9819,38.83,44.41,midday,weekday,1.2,52.38
40,Katunayake,7.1697,79.8847,77,Kerawalapitiya,6.9883,79.8658,29.81,27.17,morning_peak,weekday,1.8,52.85
68,Sri Jayawardenepura,6.8886,79.9203,80,Udugampola,7.0717,80.0239,30.41,36,evening_peak,weekday,2,61.39
90,Bloemendhal,6.96,79.8647,97,Maththegoda,6.8103,80.0478,37.34,48.26,morning_peak,weekday,1.8,97.64
54,Liyanagemulla,7.1378,79.8853,28,Malabe,6.9061,79.9519,41.95,42.31,night,weekday,0.85,40.66
77,Kerawalapitiya,6.9883,79.8658,58,Avissawella,6.9472,80.2108,56.45,64.66,midday,weekend,1.02,61.51
33,Kelaniya,7.0017,79.9219,71,Colombo Port,6.95,79.8378,16.29,26.74,evening_peak,weekend,1.4,42.26
74,Orugodawatta,6.9486,79.8886,43,Veyangoda,7.1522,80.1128,39.09,46.96,evening_peak,weekend,1.4,57.14
83,Attanagalla,7.175,80.0706,54,Liyanagemulla,7.1378,79.8853,25.19,40.19,midday,weekday,1.2,55.22
18,Piliyandala,6.8017,79.9247,80,Udugampola,7.0717,80.0239,43.84,41.68,evening_peak,weekend,1.4,56.2
36,Ragama,7.0261,79.9181,67,Kahathuduwa,6.7981,80.0133,37.83,38.89,evening_peak,weekend,1.4,58.38
63,Kirulapone,6.8742,79.8825,98,Kosgama,6.8856,80.1681,45.91,61.66,evening_peak,weekday,2,127.32
45,Divulapitiya,7.2278,80.06,50,Ganemulla,7.0922,80.0225,21.19,29.71,evening_peak,weekday,2,51.55
69,Pelawatte,6.8908,79.9311,98,Kosgama,6.8856,80.1681,38.01,51.32,midday,weekday,1.2,58.9
91,Pannala,7.2956,80.0394,88,Thimbirigasyaya,6.8839,79.8778,58.53,76.84,evening_peak,weekend,1.4,96.34
49,Kirindiwela,6.9928,80.0944,62,Ingiriya,6.7344,80.1058,37.36,60.55,evening_peak,weekday,2,128.41
73,Modara,6.9714,79.8681,68,Sri Jayawardenepura,6.8886,79.9203,15.61,21.51,midday,weekday,1.2,27.3
